7271011833334695575,3720760925897119862
6797871240844365415,2273842056519127453
1603845676908946290,1560109621865665795
649022379454191587,8730620063037304696
8307476929061368928,6032258545489407474
415198592755583881,1342148218339458679
2771994004360431711,5028705413617108519
855847949486139480,6760722264219709512
4368396216489575511,2440838509457641600
5241222524765324079,1454991764836040308
2689133334725908824,5757515841194591911
2065653206472406604,5426038659016805548
7473157485898372762,9057969350673054403
8857339501000089937,4876500809136421412
1819531928126963687,1291895198289570768
7798654909692515255,1549827433770549713
