7271011833334695575,5648632951853552445
6797871240844365415,4351886380850560688
1603845676908946290,1076982062881683212
649022379454191587,1974174171518641306
8307476929061368928,7203449847878734065
415198592755583881,2381102696136819550
2771994004360431711,4011693086622869201
855847949486139480,1792920678491720633
4368396216489575511,9047804116428869616
5241222524765324079,5331231644740735957
2689133334725908824,1368311067251581326
2065653206472406604,6074747293836169750
7473157485898372762,5755554486824376957
8857339501000089937,2464407174269989475
1819531928126963687,7072065925755260550
7798654909692515255,7715027449783681736
