7271011833334695575,6662247338217572795
6797871240844365415,3286433334816420075
1603845676908946290,1863994656640053659
649022379454191587,5096102897030876279
8307476929061368928,8394086092527307298
415198592755583881,3480731286949421946
2771994004360431711,2523328478510663852
855847949486139480,2038493120851296938
4368396216489575511,4787070359117309367
5241222524765324079,7561793192449992863
2689133334725908824,1028747607443824979
2065653206472406604,4373667018787983371
7473157485898372762,4943365930522479713
8857339501000089937,4142591471278066536
1819531928126963687,2698617073807651704
7798654909692515255,4255909583802645002
