7271011833334695575,3140317039338823892
6797871240844365415,214490064675017596
1603845676908946290,779911752354044115
649022379454191587,3129905468548671822
8307476929061368928,2701685354013870488
415198592755583881,4335968726336834555
2771994004360431711,1781859244182076083
855847949486139480,9018523328002215636
4368396216489575511,3951974071999888275
5241222524765324079,3382269811168258006
2689133334725908824,4597604350469968655
2065653206472406604,3770177381492687079
7473157485898372762,5684501679879464969
8857339501000089937,7008029221065916164
1819531928126963687,4652557384849419823
7798654909692515255,2167874080106017976
