7271011833334695575,6991184909339749672
6797871240844365415,3384682829594678612
1603845676908946290,4187119532022667319
649022379454191587,7307176977784926736
8307476929061368928,3618973193008114842
415198592755583881,914635694281451390
2771994004360431711,7426360453120766359
855847949486139480,635804275461655938
4368396216489575511,7797032555124638341
5241222524765324079,6352682114088281080
2689133334725908824,3187778750427376108
2065653206472406604,9051411156723682402
7473157485898372762,7969056213765092132
8857339501000089937,3677245165029231096
1819531928126963687,5530376131875324707
7798654909692515255,8938049862121939552
