7271011833334695575,1972416266147844343
6797871240844365415,4742705340918350275
1603845676908946290,7276700582111388876
649022379454191587,2819938307521236946
8307476929061368928,6243153056585186715
415198592755583881,564405452925156334
2771994004360431711,3383429313687748083
855847949486139480,2201997099193861663
4368396216489575511,5802907447835897287
5241222524765324079,8464607862162866231
2689133334725908824,4483315950334668276
2065653206472406604,5281446787798073567
7473157485898372762,8747685696750917690
8857339501000089937,4211928674701068322
1819531928126963687,6215989637282405849
7798654909692515255,422706687043985650
