7271011833334695575,7759657686645638084
6797871240844365415,8041672366069393544
1603845676908946290,2493912174954409376
649022379454191587,6458420684945997480
8307476929061368928,3283837662423189925
415198592755583881,3876174590021591322
2771994004360431711,6310676421576525588
855847949486139480,2018922909117766856
4368396216489575511,2252695823713077746
5241222524765324079,4715402029352121885
2689133334725908824,5689583847324761707
2065653206472406604,1719157563982817031
7473157485898372762,1343528344718432569
8857339501000089937,2314345464078247340
1819531928126963687,8597246542728762201
7798654909692515255,2080231642818013867
