7271011833334695575,3610593411965577967
6797871240844365415,4986092057719689516
1603845676908946290,6670366339499969200
649022379454191587,3589792644591280809
8307476929061368928,6476580312670173572
415198592755583881,8868237080911149081
2771994004360431711,7870148680792818957
855847949486139480,3726237282595364358
4368396216489575511,4410977677032573534
5241222524765324079,1377000950203314527
2689133334725908824,3975376761904371833
2065653206472406604,3703437761014272402
7473157485898372762,4954725257017778841
8857339501000089937,188294316913674103
1819531928126963687,6164629816271703796
7798654909692515255,7943827942852963140
