7271011833334695575,5457483442130065120
6797871240844365415,5621101941790457464
1603845676908946290,8101832006391274116
649022379454191587,1114341816504017440
8307476929061368928,8508394891625218603
415198592755583881,3962002602957701232
2771994004360431711,501196389449526263
855847949486139480,1537559705899923518
4368396216489575511,1339181940294938868
5241222524765324079,361692382289184005
2689133334725908824,5131383388201702566
2065653206472406604,7315280094202068175
7473157485898372762,6134396768970231854
8857339501000089937,253508439094771064
1819531928126963687,1143704145269956750
7798654909692515255,3386736243986239583
