7271011833334695575,4074802761277583557
6797871240844365415,1525935731117585815
1603845676908946290,9131128686062932149
649022379454191587,2910752715063507221
8307476929061368928,108107601374596664
415198592755583881,4508283011509244409
2771994004360431711,5325126591163590045
855847949486139480,7372354134962755965
4368396216489575511,1787760605630984669
5241222524765324079,1049480935554902495
2689133334725908824,8369222857498555659
2065653206472406604,7718796585718640229
7473157485898372762,7507909293098661407
8857339501000089937,1514985834226459269
1819531928126963687,1347255776710541414
7798654909692515255,2279886635382317438
