7271011833334695575,663189198026048762
1603845676908946290,2389057213530030271
649022379454191587,8701251641028157925
8307476929061368928,7122589672545168439
415198592755583881,1363621104797721320
2771994004360431711,2850853212628946230
855847949486139480,8248161143946326227
4368396216489575511,3067935731417839621
5241222524765324079,825885545498746135
2689133334725908824,7999064229325144003
2065653206472406604,7318634800713398458
7473157485898372762,7266704543039803708
8857339501000089937,5957200841877698521
1819531928126963687,1847821766375112062
7798654909692515255,1453442195122946318
