7271011833334695575,4236798884326663285
6797871240844365415,6254827434161465207
1603845676908946290,6604073685086543972
649022379454191587,524994886140933017
8307476929061368928,4201669414982062723
415198592755583881,1991915579154886784
2771994004360431711,328393426450655352
855847949486139480,1905199127821487146
4368396216489575511,36422446723832565
5241222524765324079,665121401241307981
2689133334725908824,2672540785872849110
2065653206472406604,2462458441258576553
7473157485898372762,1144806986598943469
8857339501000089937,2600662276751421264
1819531928126963687,7818798367705710199
7798654909692515255,5853238447923940761
