7271011833334695575,2652436924365071251
6797871240844365415,7302781857829869063
1603845676908946290,2815653326397840471
649022379454191587,8361368018640403479
8307476929061368928,7137694063841085944
415198592755583881,3068880581605220767
2771994004360431711,3906025033665549229
855847949486139480,3369087505126096821
4368396216489575511,7775993852336376161
5241222524765324079,7120036554235374830
2689133334725908824,8765409761857715116
2065653206472406604,1203347595207768132
7473157485898372762,2441590315672377718
8857339501000089937,3708952567833137017
1819531928126963687,435720760132266429
7798654909692515255,7837206184083708935
