7271011833334695575,5186435883607469743
6797871240844365415,4927863842548083267
1603845676908946290,2368084760390155164
649022379454191587,433025064351096503
8307476929061368928,3957702953708465279
415198592755583881,4362494700786633545
2771994004360431711,2608544534306510427
855847949486139480,371284253051609174
4368396216489575511,1873248002378594338
5241222524765324079,591442241388485643
2689133334725908824,1711269562449887563
2065653206472406604,1971947818239766245
7473157485898372762,2596934977090936612
8857339501000089937,1809804449659252398
1819531928126963687,7119334162052355477
7798654909692515255,1406442574643551012
